CODE	LABEL
HP:0008020	Cone dystrophy
HP:0008028	Cystoid macular degeneration
HP:0008031	Posterior Y-sutural cataract
HP:0008034	Abnormal iris pigmentation
HP:0008035	Retinitis pigmentosa inversa
HP:0008037	Absent anterior chamber of the eye
HP:0008038	Aplastic/hypoplastic lacrimal glands
HP:0008041	Late onset congenital glaucoma
HP:0008043	Retinal arteriolar constriction
HP:0008045	Enlarged flash visual evoked potentials
HP:0008046	Abnormal retinal vascular morphology
HP:0008047	Abnormality of the vasculature of the eye
HP:0008048	Abnormality of the line of Schwalbe
HP:0008049	Abnormality of the extraocular muscles
HP:0008050	Abnormality of the palpebral fissures
HP:0008052	Retinal fold
HP:0008053	Aplasia/Hypoplasia of the iris
HP:0008054	Abnormal morphology of the conjunctival vasculature
HP:0008055	Aplasia/Hypoplasia affecting the uvea
HP:0008056	Aplasia/Hypoplasia affecting the eye
HP:0008057	Aplasia/Hypoplasia affecting the fundus
HP:0008058	Aplasia/Hypoplasia of the optic nerve
HP:0008059	Aplasia/Hypoplasia of the macula
HP:0008060	Aplasia/Hypoplasia of the fovea
HP:0008061	Aplasia/Hypoplasia of the retina
HP:0008062	Aplasia/Hypoplasia affecting the anterior segment of the eye
HP:0008063	Aplasia/Hypoplasia of the lens
HP:0008064	Ichthyosis
HP:0008065	Aplasia/Hypoplasia of the skin
HP:0008066	Abnormal blistering of the skin
HP:0008067	Abnormally lax or hyperextensible skin
HP:0008069	Neoplasm of the skin
HP:0008070	Sparse hair
HP:0008071	Maternal hypertension
HP:0008072	Maternal virilization in pregnancy
HP:0008073	Low maternal serum estriol
HP:0008075	Progressive pes cavus
HP:0008078	Thin metatarsal cortices
HP:0008080	Hallux varus
HP:0008081	Pes valgus
HP:0008082	Medial deviation of the foot
HP:0008083	2nd-5th toe middle phalangeal hypoplasia
HP:0008087	Nonossified fifth metatarsal
HP:0008089	Abnormality of the fifth metatarsal bone
HP:0008090	Ankylosis of feet small joints
HP:0008093	Short 4th toe
HP:0008094	Widely spaced toes
HP:0008096	Medially deviated second toe
HP:0008097	Partial fusion of tarsals
HP:0008102	Expanded metatarsals with widened medullary cavities
HP:0008103	Delayed tarsal ossification
HP:0008107	Plantar crease between first and second toes
HP:0008108	Advanced tarsal ossification
HP:0008110	Equinovarus deformity
HP:0008111	Broad distal hallux
HP:0008113	Multiple plantar creases
HP:0008114	Metatarsal diaphyseal endosteal sclerosis
HP:0008115	Clinodactyly of the 3rd toe
HP:0008116	Flexion limitation of toes
HP:0008117	Shortening of the talar neck
HP:0008119	Deformed tarsal bones
HP:0008122	Calcaneonavicular fusion
HP:0008124	Talipes calcaneovarus
HP:0008125	Second metatarsal posteriorly placed
HP:0008127	Bipartite calcaneus
HP:0008131	Tarsal stippling
HP:0008132	Medial rotation of the medial malleolus
HP:0008133	Distal tapering of metatarsals
HP:0008134	Irregular tarsal ossification
HP:0008138	Equinus calcaneus
HP:0008141	Dislocation of toes
HP:0008142	Delayed calcaneal ossification
HP:0008144	Flattening of the talar dome
HP:0008148	Impaired epinephrine-induced platelet aggregation
HP:0008150	Elevated serum transaminases during infections
HP:0008151	Prolonged prothrombin time
HP:0008153	Periodic hypokalemic paresis
HP:0008155	Mucopolysacchariduria
HP:0008158	Hyperapobetalipoproteinemia
HP:0008162	Asymptomatic hyperammonemia
HP:0008163	Decreased circulating cortisol level
HP:0008165	Decreased helper T cell proportion
HP:0008166	Decreased beta-galactosidase activity
HP:0008167	Very long chain fatty acid accumulation
HP:0008169	Reduced factor VII activity
HP:0008176	Neonatal unconjugated hyperbilirubinemia
HP:0008180	Mildly elevated creatine kinase
HP:0008181	Abetalipoproteinemia
HP:0008182	Adrenocortical hypoplasia
HP:0008185	Precocious puberty in males
HP:0008186	Adrenocortical cytomegaly
HP:0008187	Absence of secondary sex characteristics
HP:0008188	Thyroid dysgenesis
HP:0008189	Insulin insensitivity
HP:0008191	Thyroid agenesis
HP:0008193	Primary gonadal insufficiency
HP:0008194	Multiple pancreatic beta-cell adenomas
HP:0008197	Absence of pubertal development
HP:0008198	Congenital hypoparathyroidism
HP:0008200	Primary hyperparathyroidism
HP:0008202	Reduced circulating prolactin concentration
HP:0008204	Precocious puberty with Sertoli cell tumor
HP:0008205	Insulin-dependent but ketosis-resistant diabetes
HP:0008207	Primary adrenal insufficiency
HP:0008208	Parathyroid hyperplasia
HP:0008209	Premature ovarian insufficiency
HP:0008211	Parathyroid agenesis
HP:0008213	Gonadotropin deficiency
HP:0008214	Decreased serum estradiol
HP:0008216	Adrenal gland dysgenesis
HP:0008221	Adrenal hyperplasia
HP:0008222	Female infertility
HP:0008223	Compensated hypothyroidism
HP:0008225	Thyroid follicular hyperplasia
HP:0008226	Androgen insufficiency
HP:0008227	Pituitary resistance to thyroid hormone
HP:0008229	Thyroid lymphangiectasia
HP:0008231	Macronodular adrenal hyperplasia
HP:0008232	Elevated circulating follicle stimulating hormone level
HP:0008233	Decreased circulating progesterone
HP:0008236	Isosexual precocious puberty
HP:0008237	Hypothalamic hypothyroidism
HP:0008239	Adrenal medullary hypoplasia
HP:0008240	Secondary growth hormone deficiency
HP:0008242	Pseudohypoaldosteronism
HP:0008244	Congenital adrenal hypoplasia
HP:0008245	Pituitary hypothyroidism
HP:0008247	Euthyroid hyperthyroxinemia
HP:0008249	Thyroid hyperplasia
HP:0008250	Infantile hypercalcemia
HP:0008255	Transient neonatal diabetes mellitus
HP:0008256	Adrenocortical adenoma
HP:0008258	Congenital adrenal hyperplasia
HP:0008259	Adrenocorticotropin receptor defect
HP:0008261	Pancreatic islet cell adenoma
HP:0008263	Thyroid defect in oxidation and organification of iodide
HP:0008264	Neutrophil inclusion bodies
HP:0008269	Increased red cell hemolysis by shear stress
HP:0008271	Abnormal cartilage collagen
HP:0008273	Transient aminoaciduria
HP:0041042	Absent neutrophil lactoferrin
HP:0041043	Neutrophil nuclear clefts
HP:0008275	Abnormal light-adapted electroretinogram
HP:0041044	Low neutrophil alkaline phosphatase
HP:0041045	Increased neutrophil mitochondria
HP:0008277	Abnormal blood zinc concentration
HP:0008278	Cerebellar cortical atrophy
HP:0041046	Increased neutrophil ribosomes
HP:0008279	Transient hyperlipidemia
HP:0008281	Acute hyperammonemia
HP:0008282	Unconjugated hyperbilirubinemia
HP:0008283	Fasting hyperinsulinemia
HP:0008285	Transient hypophosphatemia
HP:0008288	Nonketotic hyperglycinemia
HP:0008291	Pituitary corticotropic cell adenoma
HP:0008293	Long-chain dicarboxylic aciduria
HP:0008297	Transient hyperphenylalaninemia
HP:0008301	Dermatan sulfate excretion in urine
HP:0008305	Exercise-induced myoglobinuria
HP:0008306	Abnormal iron deposition in mitochondria
HP:0008309	Medium chain dicarboxylic aciduria
HP:0008311	Spinal cord posterior columns myelin loss
HP:0008314	Decreased activity of mitochondrial complex II
HP:0008315	Decreased plasma free carnitine
HP:0008316	Abnormal mitochondria in muscle tissue
HP:0008320	Impaired collagen-induced platelet aggregation
HP:0008321	Reduced factor X activity
HP:0008322	Abnormal mitochondrial morphology
HP:0008323	Abnormal light- and dark-adapted electroretinogram
HP:0008326	Reduced circulating vitamin B6 level
HP:0008330	Reduced von Willebrand factor activity
HP:0008331	Elevated creatine kinase after exercise
HP:0008335	Renal aminoaciduria
HP:0008339	Diaminoaciduria
HP:0008341	Distal renal tubular acidosis
HP:0008344	Elevated plasma branched chain amino acids
HP:0008346	Increased red cell sickling tendency
HP:0008347	Decreased activity of mitochondrial complex IV
HP:0008348	Decreased circulating IgG2 level
HP:0008353	Neutral hyperaminoaciduria
HP:0008354	Factor X activation deficiency
HP:0008357	Reduced factor XIII activity
HP:0008358	Hyperprolinemia
HP:0008362	Aplasia/Hypoplasia of the hallux
HP:0008363	Aplasia/Hypoplasia of the tarsal bones
HP:0008364	Abnormality of the calcaneus
HP:0008365	Abnormality of the talus
HP:0008366	Contractures involving the joints of the feet
HP:0008368	Tarsal synostosis
HP:0008369	Abnormal tarsal ossification
HP:0008371	Abnormal metatarsal ossification
HP:0008372	Abnormality of vitamin A metabolism
HP:0008373	Puberty and gonadal disorders
HP:0008376	Nasal, dysarthic speech
HP:0008386	Aplasia/Hypoplasia of the nails
HP:0008388	Abnormal toenail morphology
HP:0008390	Recurrent loss of toenails and fingernails
HP:0008391	Dystrophic fingernails
HP:0008392	Subungual hyperkeratosis
HP:0008394	Congenital onychodystrophy
HP:0008398	Hypoplastic fifth fingernail
HP:0008401	Onychogryposis of toenails
HP:0008402	Ridged fingernail
HP:0008404	Nail dystrophy
HP:0008410	Subungual hyperkeratotic fragments
HP:0008414	Lumbar kyphosis in infancy
HP:0008416	Six lumbar vertebrae
HP:0008417	Vertebral hypoplasia
HP:0008419	Intervertebral disc degeneration
HP:0008420	Punctate vertebral calcifications
HP:0008421	Tall lumbar vertebral bodies
HP:0008422	Vertebral wedging
HP:0008424	Hypoplastic 5th lumbar vertebrae
HP:0008428	Vertebral clefting
HP:0008430	Anterior beaking of lumbar vertebrae
HP:0008432	Anterior wedging of L1
HP:0008434	Hypoplastic cervical vertebrae
HP:0008435	Absent in utero ossification of vertebral bodies
HP:0008436	Absent/hypoplastic coccyx
HP:0008437	Bifid thoracic vertebrae
HP:0008438	Vertebral arch anomaly
HP:0008439	Lumbar hemivertebrae
HP:0008440	C1-C2 vertebral abnormality
HP:0008441	Herniation of intervertebral nuclei
HP:0008442	Vertebral hyperostosis
HP:0008443	Spinal deformities
HP:0008444	Posterior wedging of vertebral bodies
HP:0008445	Cervical spinal canal stenosis
HP:0008447	Hypoplastic coccygeal vertebrae
HP:0008449	Progressive cervical vertebral spine fusion
HP:0008450	Narrow vertebral interpedicular distance
HP:0008451	Posterior vertebral hypoplasia
HP:0008453	Congenital kyphoscoliosis
HP:0008454	Lumbar kyphosis
HP:0008455	Dysplastic sacrum
HP:0008456	C2-C3 subluxation
HP:0008457	Caudal interpedicular narrowing
HP:0008458	Progressive congenital scoliosis
HP:0008460	Hypoplastic spinal processes
HP:0008462	Cervical instability
HP:0008463	Central vertebral hypoplasia
HP:0008467	Thoracic hemivertebrae
HP:0008468	Abnormal sacral segmentation
HP:0008469	Cervical vertebral dysplasia
HP:0008470	Lower thoracic interpediculate narrowness
HP:0008472	Prominent protruding coccyx
HP:0008475	Hypoplastic sacral vertebrae
HP:0008476	Irregular sclerotic endplates
HP:0008477	Poorly ossified cervical vertebrae
HP:0008478	Scheuermann-like vertebral changes
HP:0008479	Hypoplastic vertebral bodies
HP:0008482	Asymmetry of spinal facet joints
HP:0500005	Anal pain
HP:0008484	Thoracolumbar interpediculate narrowness
HP:0500001	Body odor
HP:0008486	Lumbar interpedicular narrowing
HP:0500015	Abnormal cardiac test
HP:0008488	Anterior rounding of vertebral bodies
HP:0008490	Sacral segmentation defect
HP:0500012	Abnormality of gonadotropin-releasing hormone level
HP:0500011	Moon facies
HP:0008494	Inferior lens subluxation
HP:0500009	Dysplastic gangliocytoma of the cerebellum
HP:0008496	Multiple rows of eyelashes
HP:0008497	Congenital craniofacial dysostosis
HP:0500022	Abnormal serum dehydroepiandrosterone level
HP:0008498	No permanent dentition
HP:0008499	High hypermetropia
HP:0008501	Median cleft lip and palate
HP:0500018	Abnormal cardiac exercise stress test
HP:0008504	Moderate sensorineural hearing impairment
HP:0500030	Abnormal hepatic glycogen storage
HP:0008509	Aged leonine appearance
HP:0008513	Bilateral conductive hearing impairment
HP:0008515	Aplasia/Hypoplasia of the vertebrae
HP:0008516	Abnormality of the vertebral spinous processes
HP:0008517	Aplasia/Hypoplasia of the sacrum
HP:0008518	Aplasia/Hypoplasia involving the vertebral column
HP:0500033	Abnormal natural killer subset distribution
HP:0008519	Abnormality of the coccyx
HP:0008523	Posterior helix pit
HP:0500043	Eyelid retraction
HP:0500041	Myopic astigmatism
HP:0008527	Congenital sensorineural hearing impairment
HP:0008529	Absence of acoustic reflex
HP:0008537	Cleft at the superior portion of the pinna
HP:0008541	Superiorly displaced ears
HP:0008542	Low-frequency hearing loss
HP:0008544	Abnormally folded helix
HP:0500070	Conjunctival dermolipoma
HP:0008551	Microtia
HP:0008554	Cochlear malformation
HP:0008555	Absent vestibular function
HP:0008559	Hypoplastic superior helix
HP:0500087	Peripapillary atrophy
HP:0008568	Vestibular areflexia
HP:0008569	Microtia, second degree
HP:0500093	Food allergy
HP:0008572	External ear malformation
HP:0008573	Low-frequency sensorineural hearing impairment
HP:0008577	Underfolded helix
HP:0008583	Underfolded superior helices
HP:0008586	Hypoplasia of the cochlea
HP:0008587	Mild neurosensory hearing impairment
HP:0008588	Slit-like opening of the exterior auditory meatus
HP:0008589	Hypoplastic helices
HP:0008591	Congenital conductive hearing impairment
HP:0008593	Prominent antitragus
HP:0008596	Postlingual sensorineural hearing impairment
HP:0008606	Supraauricular pit
HP:0008607	Progressive conductive hearing impairment
HP:0008608	Hypertrophic auricular cartilage
HP:0008609	Morphological abnormality of the middle ear
HP:0008610	Infantile sensorineural hearing impairment
HP:0008615	Adult onset sensorineural hearing impairment
HP:0008619	Bilateral sensorineural hearing impairment
HP:0008625	Severe sensorineural hearing impairment
HP:0025010	Foveal atrophy
HP:0025011	Pyriform aperture stenosis
HP:0500148	Abnormal circulating glutamate concentration
HP:0008628	Abnormality of the stapes
HP:0025012	Status cribrosum
HP:0025013	Decerebrate rigidity
HP:0008629	Pulsatile tinnitus
HP:0025014	Subcutaneous spheroids
HP:0025015	Abnormal vascular morphology
HP:0008633	Agonadism
HP:0025018	Abnormal capillary physiology
HP:0025019	Arterial rupture
HP:0008635	Hypertrophy of the urinary bladder
HP:0025021	Abnormal erythrocyte sedimentation rate
HP:0008639	Gonadal hypoplasia
HP:0025023	Rectal atresia
HP:0008640	Congenital macroorchidism
HP:0500167	Hypergastrinemia
HP:0025024	Megarectum
HP:0500166	Abnormal circulating gastrin level
HP:0025025	Rectovestibular fistula
HP:0500165	Abnormal blood oxygen level
HP:0500164	Abnormal blood carbon dioxide level
HP:0025027	Osteoma cutis
HP:0008643	Nephroblastomatosis
HP:0025028	Abnormality of enteric nervous system morphology
HP:0025031	Abnormality of the digestive system
HP:0025032	Abnormality of digestive system physiology
HP:0025033	Abnormality of digestive system morphology
HP:0025035	Abnormal proerythroblast morphology
HP:0008652	Autonomic erectile dysfunction
HP:0008653	Crescentic glomerulonephritis
HP:0008655	Aplasia/Hypoplasia of the fallopian tube
HP:0500183	Abnormal CSF carboxylic acid concentration
HP:0025040	Thalamic edema
HP:0025042	Abnormality of mesenteric lymph nodes
HP:0008659	Multiple small medullary renal cysts
HP:0025043	Enlarged mesenteric lymph node
HP:0008660	Renotubular dysgenesis
HP:0008661	Urethral stenosis
HP:0025045	Abnormal brain lactate level by MRS
HP:0008663	Renal sarcoma
HP:0025047	Abnormal brain choline level by MRS
HP:0025049	Abnormal brain creatine level by MRS
HP:0008665	Clitoral hypertrophy
HP:0025051	Reduced brain creatine level by MRS
HP:0008668	Gonadal dysgenesis, male
HP:0025052	Abnormal brain N-acetyl aspartate level by MRS
HP:0008669	Abnormal spermatogenesis
HP:0025053	Elevated brain N-acetyl aspartate level by MRS
HP:0008672	Calcium oxalate nephrolithiasis
HP:0025057	Abnormality of olfactory lobe morphology
HP:0008675	Enlarged polycystic ovaries
HP:0008676	Congenital megaureter
HP:0008677	Congenital nephrotic syndrome
HP:0008678	Renal hypoplasia/aplasia
HP:0025065	Abnormal mean corpuscular volume
HP:0025066	Decreased mean corpuscular volume
HP:0008682	Renal tubular epithelial necrosis
HP:0008683	Enlarged labia minora
HP:0008684	Aplasia/hypoplasia of the uterus
HP:0025068	Incomitant strabismus
HP:0025070	Abnormal U wave
HP:0008687	Hypoplasia of the prostate
HP:0025072	Prominent U wave
HP:0008689	Bilateral cryptorchidism
HP:0025074	Abnormal QRS complex
HP:0008695	Transient nephrotic syndrome
HP:0008696	Renal hamartoma
HP:0025080	Orthokeratotic hyperkeratosis
HP:0008697	Hypoplasia of the fallopian tube
HP:0025082	Abnormal cutaneous elastic fiber morphology
HP:0025084	Folliculitis
HP:0025085	Bloody diarrhea
HP:0025088	Onychomadesis
HP:0008706	Distal urethral duplication
HP:0008707	Absent scrotum
HP:0025092	Epidermal acanthosis
HP:0008708	Partial development of the penile shaft
HP:0500238	Abnormal CSF albumin concentration
HP:0025097	Eyelid myoclonus
HP:0025099	Dysgenesis of the thalamus
HP:0008715	Testicular dysgenesis
HP:0025100	Abnormal morphology of the hippocampus
HP:0008716	Urethrovaginal fistula
HP:0025101	Dysgenesis of the hippocampus
HP:0025102	Dysgenesis of the basal ganglia
HP:0008718	Unilateral renal dysplasia
HP:0025104	Capillary malformation
HP:0008722	Urethral diverticulum
HP:0025107	Cutis marmorata telangiectatica congenita
HP:0008723	Gonadal dysgenesis with female appearance, male
HP:0008724	Hypoplasia of the ovary
HP:0025109	Reduced red cell pyruvate kinase level
HP:0008726	Hypoplasia of the vagina
HP:0025112	Sound sensitivity
HP:0008729	Absence of labia majora
HP:0025114	Hypergranulosis
HP:0500253	Increased level of gamma-aminobutyric acid in urine
HP:0008730	Female external genitalia in individual with 46,XY karyotype
HP:0025115	Civatte bodies
HP:0025116	Fetal distress
HP:0008732	Renal hypophosphatemia
HP:0008733	Dysplastic testes
HP:0008734	Decreased testicular size
HP:0025118	Lip discoloration
HP:0008736	Hypoplasia of penis
HP:0500263	Abnormal helper T cell proportion
HP:0500262	Atrichia
HP:0008738	Partially duplicated kidney
HP:0008739	Labial pseudohypertrophy
HP:0025124	Fragile teeth
HP:0008740	Longitudinal vaginal septum
HP:0025125	White lesion of the oral mucosa
HP:0008743	Coronal hypospadias
HP:0025128	Reduced intraabdominal adipose tissue
HP:0008744	Abnormal aryepiglottic fold morphology
HP:0025129	Abnormal small intestinal mucosa morphology
HP:0025130	Decreased small intestinal mucosa lactase level
HP:0025131	Finger swelling
HP:0008747	Cartilaginous ossification of larynx
HP:0500267	Abnormal proportion of CD4-positive helper T cells
HP:0025132	Abnormal circulating estrogen level
HP:0025133	Abnormal serum estradiol
HP:0008749	Laryngeal hypoplasia
HP:0008750	Laryngeal atresia
HP:0025134	Increased serum estradiol
HP:0008751	Laryngeal cleft
HP:0008752	Laryngeal cartilage malformation
HP:0008753	Aplasia of the epiglottis
HP:0008754	Laryngeal calcification
HP:0008755	Laryngotracheomalacia
HP:0008756	Bowing of the vocal cords
HP:0008757	Unilateral vocal cord paralysis
HP:0025142	Constitutional symptom
HP:0025143	Chills
HP:0025144	Shivering
HP:0008760	Violent behavior
HP:0025145	Rigors
HP:0008762	Repetitive compulsive behavior
HP:0008763	No social interaction
HP:0025147	Beaten bronze macular sheen
HP:0025148	Dark choroid
HP:0008765	Auditory hallucinations
HP:0025149	Atrophic muscularis propria
HP:0008767	Self-mutilation of tongue and lips due to involuntary movements
HP:0008768	Inappropriate sexual behavior
HP:0025152	Poor visual behavior for age
HP:0008770	Obsessive-compulsive trait
HP:0025155	Abnormality of hepatobiliary system physiology
HP:0008771	Aplasia/Hypoplasia of the ear
HP:0008772	Aplasia/Hypoplasia of the external ear
HP:0025156	Dependency on intravenous nutrition
HP:0008774	Aplasia/Hypoplasia of the inner ear
HP:0025158	Hyperautofluorescent retinal lesion
HP:0008775	Abnormal prostate morphology
HP:0025159	Hypoautofluorescent retinal lesion
HP:0025160	Abnormal temper tantrums
HP:0008776	Abnormal renal artery morphology
HP:0008777	Abnormal vocal cord morphology
HP:0008780	Congenital bilateral hip dislocation
HP:0008783	Wide proximal femoral metaphysis
HP:0025167	Fragmented elastic fibers in the dermis
HP:0008784	Wide capital femoral epiphyses
HP:0025169	Left ventricular systolic dysfunction
HP:0008785	Delayed ossification of pubic rami
HP:0008786	Iliac crest serration
HP:0008788	Delayed pubic bone ossification
HP:0008789	Cone-shaped capital femoral epiphysis
HP:0025175	Honeycomb lung
HP:0008794	Dysplastic iliac wings
HP:0025179	Ground-glass opacification on pulmonary HRCT
HP:0008796	Externally rotated hips
HP:0025180	Centrilobular ground-glass opacification on pulmonary HRCT
HP:0008797	Early ossification of capital femoral epiphyses
HP:0008798	Widened greater sciatic notch
HP:0008800	Limited hip movement
HP:0008801	Hypoplasia of the lesser trochanter
HP:0008802	Hypoplasia of the femoral head
HP:0025186	Marcus Gunn jaw winking synkinesis
HP:0008804	Broad femoral head
HP:0025190	Bilateral tonic-clonic seizure with generalized onset
HP:0008807	Acetabular dysplasia
HP:0008808	High iliac wings
HP:0008812	Flattened femoral head
HP:0025196	Increased total iron binding capacity
HP:0008817	Aplastic pubic bones
HP:0025201	Abnormal apolipoprotein level
HP:0008818	Large iliac wings
HP:0008819	Narrow femoral neck
HP:0008821	Hypoplastic inferior ilia
HP:0008822	Hypoplastic ischiopubic rami
HP:0008823	Hypoplastic inferior pubic rami
HP:0008824	Hypoplastic iliac body
HP:0008828	Delayed proximal femoral epiphyseal ossification
HP:0008829	Delayed femoral head ossification
HP:0008830	Hypoplastic pubic rami
HP:0008833	Irregular acetabular roof
HP:0008835	Multicentric femoral head ossification
HP:0008838	Stippled calcification proximal humeral epiphyses
HP:0008839	Hypoplastic pelvis
HP:0008843	Hip osteoarthritis
HP:0008845	Mesomelic short stature
HP:0025230	Tendonitis
HP:0008846	Severe intrauterine growth retardation
HP:0025231	Abnormality of synovial bursa morphology
HP:0008848	Moderately short stature
HP:0025232	Bursitis
HP:0008850	Severe postnatal growth retardation
HP:0025234	Parasomnia
HP:0025235	Non-rapid eye movement parasomnia
HP:0025238	Foot pain
HP:0008857	Neonatal short-trunk short stature
HP:0025244	Subretinal pigment epithelium hemorrhage
HP:0025245	Cutaneous cyst
HP:0025247	Dermoid cyst
HP:0025249	Comedo
HP:0008866	Failure to thrive secondary to recurrent infections
HP:0025252	Geographic tongue
HP:0008872	Feeding difficulties in infancy
HP:0008873	Disproportionate short-limb short stature
HP:0025258	Stiff neck
HP:0025259	Stiff elbow
HP:0025262	Stiff hip
HP:0025267	Snoring
HP:0008883	Mild intrauterine growth retardation
HP:0025268	Stuttering
HP:0025269	Panic attack
HP:0025270	Abnormality of esophagus physiology
HP:0008887	Adipose tissue loss
HP:0008890	Severe short-limb dwarfism
HP:0025274	Ovarian dermoid cyst
HP:0025276	Abnormality of skin adnexa physiology
HP:0008897	Postnatal growth retardation
HP:0008905	Rhizomelia
HP:0025289	Cervical lymphadenopathy
HP:0008909	Lethal short-limbed short stature
HP:0008915	Childhood-onset truncal obesity
HP:0025300	Malar rash
HP:0025303	Episodic
HP:0008921	Neonatal short-limb short stature
HP:0008922	Childhood-onset short-trunk short stature
HP:0025312	Esophoria
HP:0025313	Exophoria
HP:0025318	Ovarian carcinoma
HP:0008935	Generalized neonatal hypotonia
HP:0008936	Muscular hypotonia of the trunk
HP:0025321	Copper accumulation in liver
HP:0025323	Abnormal arterial physiology
HP:0008940	Generalized lymphadenopathy
HP:0025324	Arterial occlusion
HP:0025326	Retinal arterial occlusion
HP:0008942	Acute rhabdomyolysis
HP:0008944	Distal lower limb amyotrophy
HP:0025328	Antepartum hemorrhage
HP:0008945	Loss of ability to walk in early childhood
HP:0025329	Anti-glutamic acid decarboxylase antibody positivity
HP:0008946	Pelvic girdle amyotrophy
HP:0025330	Downgaze palsy
HP:0008947	Infantile muscular hypotonia
HP:0025331	Upgaze palsy
HP:0008948	Proximal upper limb amyotrophy
HP:0025335	Delayed ability to stand
HP:0025336	Delayed ability to sit
HP:0008952	Shoulder muscle hypoplasia
HP:0025337	Red eye
HP:0008953	Pectoralis major hypoplasia
HP:0008954	Intrinsic hand muscle atrophy
HP:0008955	Progressive distal muscular atrophy
HP:0008956	Proximal lower limb amyotrophy
HP:0008959	Distal upper limb muscle weakness
HP:0025343	Lupus anticoagulant
HP:0025345	Abnormality of circulating beta-2-microglobulin level
HP:0008962	Calf muscle hypoplasia
HP:0008963	Tibialis muscle weakness
HP:0025347	Decreased circulating beta-2-microglobulin level
HP:0008964	Nonprogressive muscular atrophy
HP:0025348	Abnormality of the corneal limbus
HP:0025349	Limbal edema
HP:0008967	Exercise-induced muscle stiffness
HP:0008968	Muscle hypertrophy of the lower extremities
HP:0025352	Autosomal dominant germline de novo mutation
HP:0008969	Leg muscle stiffness
HP:0025354	Abnormal cellular phenotype
HP:0008970	Scapulohumeral muscular dystrophy
HP:0025355	Retinal arterial macroaneurysms
HP:0025356	Psychomotor retardation
HP:0008972	Decreased activity of mitochondrial respiratory chain
HP:0025357	Erratic myoclonus
HP:0025358	Uveal ectropion
HP:0008978	Necrotizing myopathy
HP:0008981	Calf muscle hypertrophy
HP:0008985	Increased intramuscular fat
HP:0025370	Abnormal ossification of the sacrum
HP:0008986	Agenesis of the diaphragm
HP:0008988	Pelvic girdle muscle atrophy
HP:0025373	Interictal EEG abnormality
HP:0008991	Exercise-induced leg cramps
HP:0008993	Increased intraabdominal fat
HP:0008994	Proximal muscle weakness in lower limbs
HP:0025379	Anti-thyroid peroxidase antibody positivity
HP:0025380	Increased serum androstenedione
HP:0008997	Proximal muscle weakness in upper limbs
HP:0008998	Pectoralis hypoplasia
HP:0025383	Dorsocervical fat pad
HP:0009002	Loss of truncal subcutaneous adipose tissue
HP:0009003	Increased subcutaneous truncal adipose tissue
HP:0025388	Thyroid nodule
HP:0009004	Hypoplasia of the musculature
HP:0009005	Weakness of the intrinsic hand muscles
HP:0025389	Pulmonary interstitial high-resolution computed tomography abnormality
HP:0025390	Reticular pattern on pulmonary HRCT
HP:0025391	Crazy paving pattern on pulmonary HRCT
HP:0025392	Nodular pattern on pulmonary HRCT
HP:0009016	Upper limb muscle hypoplasia
HP:0025401	Staring gaze
HP:0009017	Loss of gluteal subcutaneous adipose tissue
HP:0025403	Stooped posture
HP:0009019	Progressive loss of facial adipose tissue
HP:0025404	Abnormal visual fixation
HP:0009020	Exercise-induced muscle fatigue
HP:0025405	Visual fixation instability
HP:0025406	Asthenia
HP:0009023	Abdominal wall muscle weakness
HP:0025408	Abnormal spleen morphology
HP:0009025	Increased connective tissue
HP:0025409	Abnormal spleen physiology
HP:0009027	Foot dorsiflexor weakness
HP:0009028	Generalized weakness of limb muscles
HP:0009031	Amyotrophy of ankle musculature
HP:0025420	Diffuse alveolar hemorrhage
HP:0025423	Abnormal larynx morphology
HP:0025424	Abnormal larynx physiology
HP:0025425	Laryngospasm
HP:0025426	Abnormal bronchus morphology
HP:0009042	Marked muscular hypertrophy
HP:0025427	Abnormal bronchus physiology
HP:0025428	Bronchospasm
HP:0025429	Abnormal cry
HP:0009045	Exercise-induced rhabdomyolysis
HP:0009046	Difficulty running
HP:0025430	High-pitched cry
HP:0025431	Staccato cry
HP:0009049	Peroneal muscle atrophy
HP:0009050	Quadriceps muscle atrophy
HP:0025435	Increased lactate dehydrogenase level
HP:0009051	Increased muscle glycogen content
HP:0025436	Elevated serum 11-deoxycortisol
HP:0009053	Distal lower limb muscle weakness
HP:0009054	Scapuloperoneal myopathy
HP:0009055	Generalized limb muscle atrophy
HP:0025439	Pharyngitis
HP:0009056	Loss of subcutaneous adipose tissue from upper limbs
HP:0009058	Increased muscle lipid content
HP:0025443	Abnormal cardiac atrial physiology
HP:0009059	Congenital generalized lipodystrophy
HP:0009060	Scapular muscle atrophy
HP:0009062	Infantile axial hypotonia
HP:0009063	Progressive distal muscle weakness
HP:0009064	Generalized lipodystrophy
HP:0025451	Testicular adrenal rest tumor
HP:0025452	Pyoderma gangrenosum
HP:0009069	Lethal infantile mitochondrial myopathy
HP:0025454	Abnormal CSF metabolite level
HP:0025455	Decreased CSF 5-hydroxyindolacetic acid
HP:0009071	Inflammatory myopathy
HP:0025456	Abnormal CSF protein level
HP:0009072	Decreased Achilles reflex
HP:0025457	Decreased CSF protein
HP:0009073	Progressive proximal muscle weakness
HP:0025458	Decreased CSF albumin concentration
HP:0025460	High myoinositol in brain by MRS
